id,item_id,dept_id,cat_id,store_id,state_id,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,snap_CA,snap_TX,snap_WI,sell_price,lag_1,lag_7,lag_14,lag_28,roll_7,roll_28,weekday_num,price,price_change,event_flag,forecast_units,lower_80,upper_80,actual_units
FOODS_3_555_TX_2_validation,FOODS_3_555,FOODS_3,FOODS,TX_2,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,39.0,35.0,35.0,29.0,36.857142857142854,41.964285714285715,0,1.68,0.0,0,30.52263936740918,19.20549810336584,41.83978063145252,35
FOODS_3_555_TX_3_validation,FOODS_3_555,FOODS_3,FOODS,TX_3,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,17.0,4.0,23.0,24.0,28.0,27.892857142857142,0,1.68,0.0,0,16.814062315922087,10.579767956211544,23.04835667563263,25
FOODS_3_555_WI_3_validation,FOODS_3_555,FOODS_3,FOODS,WI_3,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,25.0,41.0,21.0,22.0,30.285714285714285,27.285714285714285,0,1.68,0.0,0,25.481457284423513,16.033478417647512,34.92943615119951,15
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,54.0,30.0,36.0,27.0,38.285714285714285,38.392857142857146,0,1.68,0.0,0,33.69051777883848,21.198795016193184,46.182240541483786,40
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,FOODS,CA_2,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,36.0,26.0,38.0,26.0,36.0,32.75,0,1.68,0.0,0,27.929751605542382,17.57399761635536,38.2855055947294,24
FOODS_3_586_CA_3_validation,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,78.0,77.0,76.0,60.0,69.0,66.92857142857143,0,1.68,0.0,0,69.58650933496875,43.785321346737504,95.3876973232,74
FOODS_3_586_CA_4_validation,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,19.0,14.0,13.0,16.0,15.857142857142858,16.285714285714285,0,1.68,0.0,0,15.72639514190349,9.895384486084382,21.5574057977226,10
FOODS_3_586_TX_1_validation,FOODS_3_586,FOODS_3,FOODS,TX_1,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,58.0,72.0,38.0,54.0,60.142857142857146,53.92857142857143,0,1.68,0.0,0,48.278822882806764,30.37806888674663,66.1795768788669,61
FOODS_3_586_TX_2_validation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,75.0,54.0,66.0,59.0,70.28571428571429,76.0,0,1.68,0.0,0,58.5426358300446,36.83627971572089,80.24899194436831,79
FOODS_3_586_TX_3_validation,FOODS_3_586,FOODS_3,FOODS,TX_3,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,47.0,49.0,58.0,45.0,55.285714285714285,58.25,0,1.68,0.0,0,40.934327811109554,25.75675536035897,56.11190026186014,58
FOODS_3_586_WI_1_validation,FOODS_3_586,FOODS_3,FOODS,WI_1,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,14.0,10.0,10.0,15.0,14.285714285714286,14.392857142857142,0,1.68,0.0,0,12.011603178218207,7.55795785812589,16.465248498310526,11
FOODS_3_586_WI_3_validation,FOODS_3_586,FOODS_3,FOODS,WI_3,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,44.0,35.0,32.0,29.0,34.142857142857146,31.357142857142858,0,1.68,0.0,0,31.47197441023093,19.802840035198894,43.141108785262965,25
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,2.48,26.0,16.0,33.0,38.0,17.428571428571427,22.964285714285715,0,2.48,0.0,0,23.655472035413332,14.884529409191703,32.42641466163496,19
FOODS_3_587_CA_4_validation,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,2.48,29.0,16.0,21.0,10.0,18.857142857142858,15.678571428571429,0,2.48,0.0,0,15.949791957647248,10.035950544917613,21.863633370376885,13
FOODS_3_587_TX_1_validation,FOODS_3_587,FOODS_3,FOODS,TX_1,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,2.48,24.0,23.0,29.0,22.0,23.142857142857142,23.321428571428573,0,2.48,0.0,0,23.34327206238683,14.688086502742612,31.99845762203105,10
FOODS_3_587_TX_2_validation,FOODS_3_587,FOODS_3,FOODS,TX_2,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,2.48,44.0,23.0,32.0,27.0,29.571428571428573,28.392857142857142,0,2.48,0.0,0,29.559541073997465,18.599496039624796,40.519586108370135,38
FOODS_3_635_CA_3_validation,FOODS_3_635,FOODS_3,FOODS,CA_3,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.88,0.0,0.0,0.0,32.0,0.0,4.035714285714286,0,0.88,0.0,0,1.2768884976219868,0.8034455776938371,1.7503314175501363,0
FOODS_3_635_CA_4_validation,FOODS_3_635,FOODS_3,FOODS,CA_4,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.4642857142857143,0,1.0,0.0,0,1.8965045100745357,1.1933212371585589,2.5996877829905123,0
FOODS_3_694_WI_1_validation,FOODS_3_694,FOODS_3,FOODS,WI_1,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,24.0,27.0,21.0,12.0,19.571428571428573,20.464285714285715,0,1.68,0.0,0,21.474845086371708,13.512432251084036,29.43725792165938,13
FOODS_3_694_WI_2_validation,FOODS_3_694,FOODS_3,FOODS,WI_2,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,29.0,38.0,45.0,30.0,32.285714285714285,36.857142857142854,0,1.68,0.0,0,31.78884883774515,20.00222420848004,43.575473467010255,24
FOODS_3_694_WI_3_validation,FOODS_3_694,FOODS_3,FOODS,WI_3,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.68,48.0,54.0,41.0,36.0,43.42857142857143,44.67857142857143,0,1.68,0.0,0,37.491276158349,23.59031355331493,51.39223876338308,42
FOODS_3_711_WI_2_validation,FOODS_3_711,FOODS_3,FOODS,WI_2,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.25,18.0,47.0,0.0,10.0,25.428571428571427,8.928571428571429,0,0.25,0.0,0,30.82994126145454,19.398859033664372,42.26102348924471,18
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.58,27.0,15.0,7.0,11.0,15.714285714285714,18.75,0,1.58,0.0,0,14.242927373701194,8.961954808995749,19.52389993840664,10
FOODS_3_714_TX_1_validation,FOODS_3_714,FOODS_3,FOODS,TX_1,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.58,20.0,14.0,19.0,9.0,18.714285714285715,20.0,0,1.58,0.0,0,15.736729382100336,9.901887011246481,21.571571752954192,23
FOODS_3_714_WI_1_validation,FOODS_3_714,FOODS_3,FOODS,WI_1,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.58,15.0,16.0,15.0,9.0,16.428571428571427,17.071428571428573,0,1.58,0.0,0,13.32555851888866,8.384726686974252,18.266390350803068,17
FOODS_3_808_CA_4_validation,FOODS_3_808,FOODS_3,FOODS,CA_4,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,1.0,0.0,0.0,0.0,3.0,0.0,0.5357142857142857,0,1.0,0.0,0,1.8965045100745357,1.1933212371585589,2.5996877829905123,0
HOBBIES_1_008_TX_2_validation,HOBBIES_1_008,HOBBIES_1,HOBBIES,TX_2,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,2.0,0.0,1.0,6.0,1.2857142857142858,3.392857142857143,0,0.48,0.0,0,4.030556697664151,2.5361125583114323,5.5250008370168695,3
HOBBIES_1_015_CA_2_validation,HOBBIES_1_015,HOBBIES_1,HOBBIES,CA_2,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.7,0.0,2.0,0.0,1.0,7.714285714285714,6.857142857142857,0,0.7,0.0,0,2.7679844161910307,1.7416750502928544,3.7942937820892073,0
HOBBIES_1_048_WI_3_validation,HOBBIES_1_048,HOBBIES_1,HOBBIES,WI_3,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,2.0,5.0,4.0,4.0,5.428571428571429,5.035714285714286,0,0.48,0.0,0,3.6525214130556427,2.298244664445531,5.006798161665754,8
HOBBIES_1_103_WI_3_validation,HOBBIES_1_103,HOBBIES_1,HOBBIES,WI_3,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.7,0.0,1.0,0.0,0.0,3.857142857142857,3.7857142857142856,0,0.7,0.0,0,2.7679844161910307,1.7416750502928544,3.7942937820892073,0
HOBBIES_1_178_CA_4_validation,HOBBIES_1_178,HOBBIES_1,HOBBIES,CA_4,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,13.0,0.0,0.0,0.0,6.714285714285714,4.0,0,0.48,0.0,0,5.739704532802253,3.611544964762031,7.867864100842474,5
HOBBIES_1_178_WI_2_validation,HOBBIES_1_178,HOBBIES_1,HOBBIES,WI_2,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,6.0,9.0,2.0,7.0,7.285714285714286,3.857142857142857,0,0.48,0.0,0,5.806139453460608,3.65334723904581,7.958931667875405,4
HOBBIES_1_234_CA_3_validation,HOBBIES_1_234,HOBBIES_1,HOBBIES,CA_3,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.3,32.0,0.0,8.0,0.0,22.571428571428573,23.142857142857142,0,0.3,0.0,0,29.14440724488797,18.338284947371793,39.95052954240414,0
HOBBIES_1_254_CA_3_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,CA_3,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.7,9.0,36.0,8.0,9.0,15.571428571428571,14.821428571428571,0,0.7,0.0,0,10.909671618578164,6.8645989312008835,14.954744305955446,3
HOBBIES_1_254_TX_1_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,TX_1,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.7,0.0,1.0,0.0,1.0,2.857142857142857,3.25,0,0.7,0.0,0,2.7679844161910307,1.7416750502928544,3.7942937820892073,1
HOBBIES_1_348_CA_1_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_1,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,26.0,2.0,3.0,1.0,9.142857142857142,6.607142857142857,0,0.48,0.0,0,5.776115207321522,3.6344553406310576,7.917775074011986,14
HOBBIES_1_348_CA_2_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_2,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,3.0,1.0,10.0,3.0,5.285714285714286,5.535714285714286,0,0.48,0.0,0,4.762130165484621,2.996434245422838,6.527826085546403,4
HOBBIES_1_354_TX_3_validation,HOBBIES_1_354,HOBBIES_1,HOBBIES,TX_3,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,22.98,23.0,29.0,16.0,21.0,21.714285714285715,20.642857142857142,0,22.98,0.0,0,21.56213327502176,13.567355848004519,29.556910702039005,21
HOBBIES_1_370_WI_1_validation,HOBBIES_1_370,HOBBIES_1,HOBBIES,WI_1,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,6.0,7.0,5.0,3.0,5.285714285714286,6.035714285714286,0,0.48,0.0,0,5.109335813967004,3.2149034722527565,7.003768155681251,5
HOBBIES_1_371_CA_1_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_1,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,2.0,15.0,0.0,5.0,12.857142857142858,10.928571428571429,0,0.48,0.0,0,5.294116927886895,3.3311717048327862,7.257062150941004,21
HOBBIES_1_371_CA_4_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_4,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,9.0,16.0,2.0,14.0,7.714285714285714,8.642857142857142,0,0.48,0.0,0,8.915318058836755,5.60970897728843,12.220927140385081,7
HOBBIES_1_371_TX_1_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,TX_1,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,0.0,0.0,0.0,7.0,0.0,2.107142857142857,0,0.48,0.0,0,2.548241727702339,1.6034082465542396,3.493075208850438,0
HOBBIES_1_371_TX_2_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,TX_2,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,2.0,0.0,0.0,1.0,1.4285714285714286,2.9642857142857144,0,0.48,0.0,0,3.4828674269969575,2.1914947445497566,4.774240109444158,0
HOBBIES_1_371_TX_3_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,TX_3,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,1.0,0.0,2.0,2.0,3.4285714285714284,4.035714285714286,0,0.48,0.0,0,3.243667970559959,2.040985325897314,4.446350615222604,2
HOBBIES_1_371_WI_1_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,WI_1,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,3.0,11.0,1.0,8.0,9.857142857142858,7.464285714285714,0,0.48,0.0,0,5.7917995386327625,3.6443242576544077,7.939274819611117,30
HOBBIES_1_371_WI_2_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,WI_2,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.48,4.0,6.0,0.0,6.0,3.5714285714285716,3.8214285714285716,0,0.48,0.0,0,4.9687296669993835,3.1264310745546857,6.811028259444081,5
HOUSEHOLD_1_110_CA_1_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,3.97,13.0,15.0,8.0,6.0,11.142857142857142,7.178571428571429,0,3.97,0.0,0,9.902157059414323,6.230649202207408,13.573664916621238,7
HOUSEHOLD_1_110_CA_4_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,3.97,8.0,7.0,3.0,8.0,6.0,5.464285714285714,0,3.97,0.0,0,6.4483306102219276,4.0574276625870045,8.83923355785685,5
HOUSEHOLD_1_110_WI_2_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,3.97,26.0,11.0,19.0,22.0,24.285714285714285,24.607142857142858,0,3.97,0.0,0,18.146052020954862,11.417884393187329,24.874219648722395,25
HOUSEHOLD_1_110_WI_3_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,3.97,17.0,16.0,19.0,14.0,15.0,13.428571428571429,0,3.97,0.0,0,15.562840101618216,9.792472153432417,21.333208049804014,12
HOUSEHOLD_1_118_CA_1_validation,HOUSEHOLD_1_118,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.97,9.0,11.0,7.0,5.0,8.571428571428571,8.964285714285714,0,0.97,0.0,0,6.718010399089204,4.227115958912284,9.208904839266124,5
HOUSEHOLD_1_118_CA_3_validation,HOUSEHOLD_1_118,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.97,31.0,13.0,16.0,16.0,25.142857142857142,23.25,0,0.97,0.0,0,16.41299396194151,10.327407162016312,22.498580761866705,24
HOUSEHOLD_1_118_TX_3_validation,HOUSEHOLD_1_118,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.97,11.0,5.0,6.0,1.0,6.428571428571429,6.428571428571429,0,0.97,0.0,0,5.647096144311005,3.553273784209293,7.740918504412718,5
HOUSEHOLD_1_151_CA_4_validation,HOUSEHOLD_1_151,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,0.88,8.0,5.0,7.0,3.0,3.857142857142857,3.4285714285714284,0,0.88,0.0,0,5.03797342101336,3.1700007269159207,6.9059461151108,4
HOUSEHOLD_1_191_CA_2_validation,HOUSEHOLD_1_191,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,2016-04-25,11613,Monday,3,4,2016,,,0,0,0,2.96,8.0,10.0,10.0,6.0,10.285714285714286,10.821428571428571,0,2.96,0.0,0,7.684120289410601,4.835012983899659,10.533227594921543,15
