id,item_id,store_id,cat_id,sell_price,last_day_units,recent_28d_units,forecast_28d_units,avg_daily_demand,proxy_stock_units,shortage_units,excess_units,sales_at_risk_inr,locked_capital_inr,stockout_score,overstock_score,action,risk_level
FOODS_3_226_WI_2_validation,FOODS_3_226,WI_2,FOODS,1.68,38,1301,1275.7352701157704,46.464285714285715,532,743.7352701157704,0.0,1249.4752537944942,0.0,0.5825289607988434,0.0,REORDER NOW,Medium
FOODS_3_226_WI_3_validation,FOODS_3_226,WI_3,FOODS,1.68,38,1345,1270.2334407341882,48.035714285714285,532,738.2334407341882,0.0,1240.232180433436,0.0,0.5807221687842233,0.0,REORDER NOW,Medium
FOODS_3_252_TX_2_validation,FOODS_3_252,TX_2,FOODS,1.58,46,1438,1403.7548205979795,51.357142857142854,644,759.7548205979795,0.0,1200.4126165448076,0.0,0.540845142125631,0.0,REORDER NOW,Medium
FOODS_3_586_TX_1_validation,FOODS_3_586,TX_1,FOODS,1.68,58,1578,1510.483236541347,56.357142857142854,812,698.483236541347,0.0,1173.4518373894628,0.0,0.462117752717954,0.0,REORDER NOW,Medium
FOODS_3_090_WI_3_validation,FOODS_3_090,WI_3,FOODS,1.38,91,2412,2112.0692821901466,86.14285714285714,1274,838.0692821901466,0.0,1156.5356094224023,0.0,0.39661230668286823,0.0,REORDER NOW,Medium
FOODS_3_252_CA_3_validation,FOODS_3_252,CA_3,FOODS,1.58,39,1352,1265.6998437357176,48.285714285714285,546,719.6998437357176,0.0,1137.125753102434,0.0,0.5681692054316498,0.0,REORDER NOW,Medium
FOODS_3_252_TX_3_validation,FOODS_3_252,TX_3,FOODS,1.58,20,956,968.4095408991523,34.142857142857146,280,688.4095408991523,0.0,1087.6870746206607,0.0,0.7101328301974774,0.0,REORDER NOW,High
FOODS_3_555_TX_2_validation,FOODS_3_555,TX_2,FOODS,1.68,39,1247,1139.84640813475,44.535714285714285,546,593.8464081347499,0.0,997.6619656663798,0.0,0.5205314264044283,0.0,REORDER NOW,Medium
FOODS_3_694_WI_2_validation,FOODS_3_694,WI_2,FOODS,1.68,29,1065,997.3350210002601,38.035714285714285,406,591.3350210002601,0.0,993.442835280437,0.0,0.5923212233983185,0.0,REORDER NOW,Medium
FOODS_3_555_TX_3_validation,FOODS_3_555,TX_3,FOODS,1.68,17,830,821.6436108021317,29.642857142857142,238,583.6436108021317,0.0,980.5212661475812,0.0,0.7094732191903135,0.0,REORDER NOW,High
FOODS_3_090_TX_1_validation,FOODS_3_090,TX_1,FOODS,1.5,58,1559,1458.5320642937163,55.67857142857143,812,646.5320642937163,0.0,969.7980964405745,0.0,0.442972155330195,0.0,REORDER NOW,Medium
FOODS_3_694_WI_3_validation,FOODS_3_694,WI_3,FOODS,1.68,48,1298,1239.8513065910547,46.357142857142854,672,567.8513065910547,0.0,953.9901950729719,0.0,0.45763042161037953,0.0,REORDER NOW,Medium
FOODS_3_090_TX_2_validation,FOODS_3_090,TX_2,FOODS,1.5,73,1879,1630.9542257096416,67.10714285714286,1022,608.9542257096416,0.0,913.4313385644624,0.0,0.373144182671449,0.0,REORDER NOW,Medium
FOODS_3_090_CA_2_validation,FOODS_3_090,CA_2,FOODS,1.6,60,1436,1397.7412792778168,51.285714285714285,840,557.7412792778168,0.0,892.386046844507,0.0,0.3987451343151779,0.0,REORDER NOW,Medium
FOODS_3_587_TX_1_validation,FOODS_3_587,TX_1,FOODS,2.48,24,699,689.7585248729814,24.964285714285715,336,353.7585248729814,0.0,877.3211416849939,0.0,0.5121305233808464,0.0,REORDER NOW,Medium
FOODS_3_226_WI_1_validation,FOODS_3_226,WI_1,FOODS,1.68,38,1063,1039.4116396076352,37.964285714285715,532,507.41163960763515,0.0,852.451554540827,0.0,0.4877027709907134,0.0,REORDER NOW,Medium
FOODS_3_377_TX_3_validation,FOODS_3_377,TX_3,FOODS,1.68,50,1214,1193.6313237416941,43.357142857142854,700,493.63132374169413,0.0,829.3006238860461,0.0,0.4132080868226323,0.0,REORDER NOW,Medium
FOODS_3_090_CA_4_validation,FOODS_3_090,CA_4,FOODS,1.6,18,829,760.6736023583724,29.607142857142858,252,508.67360235837236,0.0,813.8777637733958,0.0,0.6678367226898303,0.0,REORDER NOW,High
FOODS_2_360_WI_2_validation,FOODS_2_360,WI_2,FOODS,0.94,30,1895,1259.4587699160936,67.67857142857143,420,839.4587699160936,0.0,789.091243721128,0.0,0.6659946282669562,0.0,REORDER NOW,High
FOODS_3_252_CA_2_validation,FOODS_3_252,CA_2,FOODS,1.58,38,1017,1023.7970301932681,36.32142857142857,532,491.79703019326814,0.0,777.0393077053637,0.0,0.47989700955760894,0.0,REORDER NOW,Medium
FOODS_3_586_CA_2_validation,FOODS_3_586,CA_2,FOODS,1.68,36,979,952.8829916829177,34.964285714285715,504,448.8829916829177,0.0,754.1234260273017,0.0,0.4705849623033554,0.0,REORDER NOW,Medium
FOODS_3_318_WI_3_validation,FOODS_3_318,WI_3,FOODS,1.48,14,697,699.8509949924772,24.892857142857142,196,503.85099499247724,0.0,745.6994725888663,0.0,0.7189131478623147,0.0,REORDER NOW,High
FOODS_3_555_WI_3_validation,FOODS_3_555,WI_3,FOODS,1.68,25,798,784.1963678019705,28.5,350,434.1963678019705,0.0,729.4498979073104,0.0,0.5529780646049505,0.0,REORDER NOW,Medium
FOODS_3_555_TX_1_validation,FOODS_3_555,TX_1,FOODS,1.68,28,847,825.0910022718558,30.25,392,433.0910022718558,0.0,727.5928838167177,0.0,0.5242654877983178,0.0,REORDER NOW,Medium
HOUSEHOLD_1_535_CA_1_validation,HOUSEHOLD_1_535,CA_1,HOUSEHOLD,6.97,11,237,254.46235916559985,8.464285714285714,154,100.46235916559985,0.0,700.2226433842309,0.0,0.3932569929039,0.0,REORDER NOW,Medium
FOODS_3_587_CA_1_validation,FOODS_3_587,CA_1,FOODS,2.48,26,694,638.1242022771819,24.785714285714285,364,274.1242022771819,0.0,679.8280216474111,0.0,0.42890599558033465,0.0,REORDER NOW,Medium
FOODS_3_252_TX_1_validation,FOODS_3_252,TX_1,FOODS,1.58,35,901,893.7875258337979,32.17857142857143,490,403.7875258337979,0.0,637.9842908174006,0.0,0.4512663779678119,0.0,REORDER NOW,Medium
FOODS_3_377_TX_2_validation,FOODS_3_377,TX_2,FOODS,1.68,28,775,769.3424954139725,27.678571428571427,392,377.34249541397253,0.0,633.9353922954738,0.0,0.4898373095868135,0.0,REORDER NOW,Medium
FOODS_3_252_CA_4_validation,FOODS_3_252,CA_4,FOODS,1.58,9,488,511.3822667295737,17.428571428571427,126,385.3822667295737,0.0,608.9039814327265,0.0,0.7521381822782162,0.0,REORDER NOW,High
HOUSEHOLD_1_191_CA_2_validation,HOUSEHOLD_1_191,CA_2,HOUSEHOLD,2.96,8,314,317.6075784737795,11.214285714285714,112,205.60757847377948,0.0,608.5984322823873,0.0,0.6453317258136106,0.0,REORDER NOW,High
HOUSEHOLD_1_110_WI_3_validation,HOUSEHOLD_1_110,WI_3,HOUSEHOLD,3.97,17,385,388.3885505614621,13.75,238,150.38855056146213,0.0,597.0425457290047,0.0,0.3862171867781315,0.0,REORDER NOW,Medium
FOODS_3_586_WI_3_validation,FOODS_3_586,WI_3,FOODS,1.68,44,903,940.5485325691847,32.25,616,324.54853256918466,0.0,545.2415347162303,0.0,0.3446965518427346,0.0,REORDER NOW,Medium
FOODS_3_252_CA_1_validation,FOODS_3_252,CA_1,FOODS,1.58,52,1105,1061.365411270891,39.464285714285715,728,333.36541127089095,0.0,526.7173498080077,0.0,0.31379543021086426,0.0,REORDER NOW,Medium
FOODS_3_714_WI_1_validation,FOODS_3_714,WI_1,FOODS,1.58,15,494,537.8852549294787,17.642857142857142,210,327.8852549294787,0.0,518.0587027885764,0.0,0.6084509678639982,0.0,REORDER NOW,High
FOODS_3_714_TX_1_validation,FOODS_3_714,TX_1,FOODS,1.58,20,583,605.1808002424773,20.821428571428573,280,325.1808002424773,0.0,513.7856643831142,0.0,0.536441933021307,0.0,REORDER NOW,Medium
FOODS_3_586_CA_1_validation,FOODS_3_586,CA_1,FOODS,1.68,54,1138,1058.3207115797745,40.642857142857146,756,302.3207115797745,0.0,507.8987954540212,0.0,0.28539110797609246,0.0,REORDER NOW,Low
FOODS_3_694_WI_1_validation,FOODS_3_694,WI_1,FOODS,1.68,24,598,636.5636058181494,21.357142857142858,336,300.5636058181494,0.0,504.94685777449104,0.0,0.47142528694443453,0.0,REORDER NOW,Medium
FOODS_3_587_TX_2_validation,FOODS_3_587,TX_2,FOODS,2.48,44,832,807.8536863617254,29.714285714285715,616,191.8536863617254,0.0,475.797142177079,0.0,0.23719207762369893,0.0,HEALTHY,Low
FOODS_3_586_WI_1_validation,FOODS_3_586,WI_1,FOODS,1.68,14,418,459.33649362553075,14.928571428571429,196,263.33649362553075,0.0,442.40530929089164,0.0,0.5720521776397478,0.0,REORDER NOW,Medium
FOODS_3_586_CA_4_validation,FOODS_3_586,CA_4,FOODS,1.68,19,475,515.0942461825108,16.964285714285715,266,249.0942461825108,0.0,418.47833358661813,0.0,0.48265263181101514,0.0,REORDER NOW,Medium
FOODS_3_030_TX_3_validation,FOODS_3_030,TX_3,FOODS,1.25,17,572,552.7986501927655,20.428571428571427,238,314.79865019276554,0.0,393.4983127409569,0.0,0.5684352067004692,0.0,REORDER NOW,Medium
HOUSEHOLD_1_441_WI_3_validation,HOUSEHOLD_1_441,WI_3,HOUSEHOLD,2.77,6,169,213.15847739286116,6.035714285714286,84,129.15847739286116,0.0,357.7689823782254,0.0,0.6030976637732043,0.0,REORDER NOW,High
HOUSEHOLD_1_459_WI_2_validation,HOUSEHOLD_1_459,WI_2,HOUSEHOLD,0.97,26,846,705.9742095335746,30.214285714285715,364,341.9742095335746,0.0,331.7149832475674,0.0,0.48371525427949014,0.0,REORDER NOW,Medium
HOUSEHOLD_1_191_CA_4_validation,HOUSEHOLD_1_191,CA_4,HOUSEHOLD,2.96,5,133,181.95081054669518,4.75,70,111.95081054669518,0.0,331.3743992182177,0.0,0.6119175433667815,0.0,REORDER NOW,High
FOODS_3_090_WI_1_validation,FOODS_3_090,WI_1,FOODS,1.38,27,634,598.2724896306345,22.642857142857142,378,220.27248963063448,0.0,303.9760356902756,0.0,0.3675664967807898,0.0,REORDER NOW,Medium
HOUSEHOLD_1_334_WI_2_validation,HOUSEHOLD_1_334,WI_2,HOUSEHOLD,0.97,15,619,518.3597906322094,22.107142857142858,210,308.3597906322094,0.0,299.1089969132431,0.0,0.5937305817549859,0.0,REORDER NOW,Medium
HOUSEHOLD_1_409_WI_2_validation,HOUSEHOLD_1_409,WI_2,HOUSEHOLD,2.94,15,356,309.62018045336583,12.714285714285714,210,99.62018045336583,0.0,292.88333053289557,0.0,0.3207138065143261,0.0,REORDER NOW,Medium
HOUSEHOLD_1_110_CA_4_validation,HOUSEHOLD_1_110,CA_4,HOUSEHOLD,3.97,8,161,185.1363989946008,5.75,112,73.1363989946008,0.0,290.3515040085652,0.0,0.39291830823869245,0.0,REORDER NOW,Medium
FOODS_3_714_CA_1_validation,FOODS_3_714,CA_1,FOODS,1.58,27,555,557.5038967525594,19.821428571428573,378,179.5038967525594,0.0,283.6161568690439,0.0,0.3214013327324861,0.0,REORDER NOW,Medium
HOUSEHOLD_1_334_TX_2_validation,HOUSEHOLD_1_334,TX_2,HOUSEHOLD,0.96,0,444,286.489010376529,15.857142857142858,0,286.489010376529,0.0,275.02944996146783,0.0,0.9965216061696053,0.0,REORDER NOW,High
FOODS_1_218_CA_2_validation,FOODS_1_218,CA_2,FOODS,0.98,1,306,281.7337015012068,10.928571428571429,14,267.7337015012068,0.0,262.37902747118267,0.0,0.9469465439728062,0.0,REORDER NOW,High
FOODS_3_080_CA_2_validation,FOODS_3_080,CA_2,FOODS,1.68,20,412,429.84579371737993,14.714285714285714,280,149.84579371737993,0.0,251.74093344519827,0.0,0.3477944914455255,0.0,REORDER NOW,Medium
HOUSEHOLD_1_110_CA_1_validation,HOUSEHOLD_1_110,CA_1,HOUSEHOLD,3.97,13,209,239.82237951194386,7.464285714285714,182,57.822379511943865,0.0,229.55484666241716,0.0,0.24010384595122772,0.0,HEALTHY,Low
HOUSEHOLD_1_334_CA_3_validation,HOUSEHOLD_1_334,CA_3,HOUSEHOLD,0.97,29,667,632.9764542456508,23.821428571428573,406,226.97645424565076,0.0,220.16716061828123,0.0,0.35802032193091954,0.0,REORDER NOW,Medium
FOODS_3_555_CA_2_validation,FOODS_3_555,CA_2,FOODS,1.68,36,608,627.199873004488,21.714285714285715,504,123.19987300448804,0.0,206.9757866475399,0.0,0.19611572414884565,0.0,HEALTHY,Low
HOUSEHOLD_1_474_TX_2_validation,HOUSEHOLD_1_474,TX_2,HOUSEHOLD,0.97,3,302,244.9095685796946,10.785714285714286,42,202.9095685796946,0.0,196.82228152230374,0.0,0.8251389718246587,0.0,REORDER NOW,High
HOUSEHOLD_1_459_CA_3_validation,HOUSEHOLD_1_459,CA_3,HOUSEHOLD,0.97,35,784,691.705132805398,28.0,490,201.70513280539797,0.0,195.65397882123602,0.0,0.29118469497765814,0.0,REORDER NOW,Low
HOUSEHOLD_1_334_CA_1_validation,HOUSEHOLD_1_334,CA_1,HOUSEHOLD,0.97,9,426,318.0543735552383,15.214285714285714,126,192.05437355523833,0.0,186.29274234858119,0.0,0.6019487255892064,0.0,REORDER NOW,High
FOODS_3_808_CA_4_validation,FOODS_3_808,CA_4,FOODS,1.0,0,15,170.52885053254136,0.5357142857142857,0,170.52885053254136,0.0,170.52885053254136,0.0,0.9941700769468499,0.0,REORDER NOW,High
FOODS_3_635_CA_4_validation,FOODS_3_635,CA_4,FOODS,1.0,0,14,170.28718714867196,0.5,0,170.28718714867196,0.0,170.28718714867196,0.0,0.9941618517027078,0.0,REORDER NOW,High
HOUSEHOLD_1_521_TX_2_validation,HOUSEHOLD_1_521,TX_2,HOUSEHOLD,0.94,1,196,193.98472767904138,7.0,14,179.98472767904138,0.0,169.1856440182989,0.0,0.9230708980208385,0.0,REORDER NOW,High
FOODS_3_234_WI_2_validation,FOODS_3_234,WI_2,FOODS,0.25,12,257,841.0921273530253,9.178571428571429,168,673.0921273530253,0.0,168.27303183825632,0.0,0.799309369473358,0.0,REORDER NOW,High
HOUSEHOLD_1_327_WI_1_validation,HOUSEHOLD_1_327,WI_1,HOUSEHOLD,0.98,0,152,171.06565219442464,5.428571428571429,0,171.06565219442464,0.0,167.64433915053615,0.0,0.9941882648439907,0.0,REORDER NOW,High
HOUSEHOLD_1_389_WI_1_validation,HOUSEHOLD_1_389,WI_1,HOUSEHOLD,0.98,0,97,168.9417149915117,3.4642857142857144,0,168.9417149915117,0.0,165.56288069168147,0.0,0.9941156295848259,0.0,REORDER NOW,High
HOUSEHOLD_1_303_WI_1_validation,HOUSEHOLD_1_303,WI_1,HOUSEHOLD,0.98,1,146,176.63513783465643,5.214285714285714,14,162.63513783465643,0.0,159.3824350779633,0.0,0.9155572473844558,0.0,REORDER NOW,High
HOUSEHOLD_1_234_TX_2_validation,HOUSEHOLD_1_234,TX_2,HOUSEHOLD,0.97,0,71,162.54481455584818,2.5357142857142856,0,162.54481455584818,0.0,157.66847011917272,0.0,0.9938854680124479,0.0,REORDER NOW,High
HOUSEHOLD_1_399_CA_4_validation,HOUSEHOLD_1_399,CA_4,HOUSEHOLD,0.97,0,60,157.83558360672984,2.142857142857143,0,157.83558360672984,0.0,153.10051609852795,0.0,0.9937041815360722,0.0,REORDER NOW,High
HOUSEHOLD_1_459_TX_3_validation,HOUSEHOLD_1_459,TX_3,HOUSEHOLD,0.96,0,78,157.68857116222443,2.7857142857142856,0,157.68857116222443,0.0,151.38102831573545,0.0,0.9936983489568526,0.0,REORDER NOW,High
HOUSEHOLD_1_118_CA_3_validation,HOUSEHOLD_1_118,CA_3,HOUSEHOLD,0.97,31,671,587.8031185516074,23.964285714285715,434,153.80311855160744,0.0,149.1890249950592,0.0,0.2612131520803535,0.0,REORDER NOW,Low
HOUSEHOLD_1_234_CA_2_validation,HOUSEHOLD_1_234,CA_2,HOUSEHOLD,0.97,3,196,195.5875599287448,7.0,42,153.5875599287448,0.0,148.97993313088247,0.0,0.7812679499374946,0.0,REORDER NOW,High
FOODS_3_541_CA_3_validation,FOODS_3_541,CA_3,FOODS,1.0,0,95,148.5455976817137,3.392857142857143,0,148.5455976817137,0.0,148.5455976817137,0.0,0.9933130763091511,0.0,REORDER NOW,High
HOUSEHOLD_1_234_TX_1_validation,HOUSEHOLD_1_234,TX_1,HOUSEHOLD,0.97,11,318,307.06120922329956,11.357142857142858,154,153.06120922329956,0.0,148.46937294660057,0.0,0.4968532377354672,0.0,REORDER NOW,Medium
FOODS_3_711_WI_2_validation,FOODS_3_711,WI_2,FOODS,0.25,18,276,831.0391282168431,9.857142857142858,252,579.0391282168431,0.0,144.75978205421077,0.0,0.6959277617842222,0.0,REORDER NOW,High
FOODS_3_587_CA_4_validation,FOODS_3_587,CA_4,FOODS,2.48,29,455,464.2894512169814,16.25,406,58.28945121698138,0.0,144.5578390181138,0.0,0.12527567746168156,0.0,HEALTHY,Low
HOUSEHOLD_1_459_WI_1_validation,HOUSEHOLD_1_459,WI_1,HOUSEHOLD,0.97,4,239,199.5502763692266,8.535714285714286,56,143.5502763692266,0.0,139.2437680781498,0.0,0.7157819922668212,0.0,REORDER NOW,High
HOUSEHOLD_1_303_CA_3_validation,HOUSEHOLD_1_303,CA_3,HOUSEHOLD,0.98,14,352,337.85293023977187,12.571428571428571,196,141.85293023977187,0.0,139.01587163497643,0.0,0.4186268365435026,0.0,REORDER NOW,Medium
HOUSEHOLD_1_334_WI_3_validation,HOUSEHOLD_1_334,WI_3,HOUSEHOLD,0.97,12,351,309.32536130350763,12.535714285714286,168,141.32536130350763,0.0,137.0856004644024,0.0,0.4554102852241172,0.0,REORDER NOW,Medium
HOBBIES_1_015_CA_2_validation,HOBBIES_1_015,CA_2,HOBBIES,0.7,0,214,195.39364228958019,7.642857142857143,0,195.39364228958019,0.0,136.77554960270612,0.0,0.994908185477178,0.0,REORDER NOW,High
FOODS_3_635_CA_3_validation,FOODS_3_635,CA_3,FOODS,0.88,0,138,147.4233062272204,4.928571428571429,0,147.4233062272204,0.0,129.73250947995396,0.0,0.9932625136481659,0.0,REORDER NOW,High
HOUSEHOLD_1_327_CA_2_validation,HOUSEHOLD_1_327,CA_2,HOUSEHOLD,0.98,3,169,172.35538030717552,6.035714285714286,42,130.35538030717552,0.0,127.74827270103201,0.0,0.751954626826081,0.0,REORDER NOW,High
HOBBIES_1_254_CA_3_validation,HOBBIES_1_254,CA_3,HOBBIES,0.7,9,436,294.9334207676319,15.571428571428571,126,168.9334207676319,0.0,118.25339453734232,0.0,0.5708494171744093,0.0,REORDER NOW,Medium
HOBBIES_1_103_WI_3_validation,HOBBIES_1_103,WI_3,HOBBIES,0.7,0,112,167.25212705211027,4.0,0,167.25212705211027,0.0,117.07648893647718,0.0,0.9940565387343347,0.0,REORDER NOW,High
HOUSEHOLD_1_303_CA_2_validation,HOUSEHOLD_1_303,CA_2,HOUSEHOLD,0.98,6,239,198.35830440406383,8.535714285714286,84,114.35830440406383,0.0,112.07113831598255,0.0,0.5736320076854179,0.0,REORDER NOW,Medium
HOBBIES_1_234_CA_3_validation,HOBBIES_1_234,CA_3,HOBBIES,0.3,32,648,815.1300807783233,23.142857142857142,448,367.1300807783233,0.0,110.13902423349698,0.0,0.44984260404689447,0.0,REORDER NOW,Medium
HOBBIES_1_254_TX_1_validation,HOBBIES_1_254,TX_1,HOBBIES,0.7,0,109,156.59431466570382,3.892857142857143,0,156.59431466570382,0.0,109.61602026599267,0.0,0.9936545934279339,0.0,REORDER NOW,High
HOUSEHOLD_1_459_WI_3_validation,HOUSEHOLD_1_459,WI_3,HOUSEHOLD,0.97,15,384,313.48894715055263,13.714285714285714,210,103.48894715055263,0.0,100.38427873603605,0.0,0.3290702203947735,0.0,REORDER NOW,Medium
HOBBIES_1_371_CA_1_validation,HOBBIES_1_371,CA_1,HOBBIES,0.48,2,307,228.14293785436223,10.964285714285714,28,200.14293785436223,0.0,96.06861017009386,0.0,0.8734414410867347,0.0,REORDER NOW,High
FOODS_3_491_WI_1_validation,FOODS_3_491,WI_1,FOODS,1.38,36,533,570.4856448689985,19.035714285714285,504,66.48564486899852,0.0,91.75018991921795,0.0,0.11633825882754939,0.0,HEALTHY,Low
HOUSEHOLD_1_118_CA_1_validation,HOUSEHOLD_1_118,CA_1,HOUSEHOLD,0.97,9,255,215.72313133269697,9.107142857142858,126,89.72313133269697,0.0,87.03143739271606,0.0,0.41399886934524216,0.0,REORDER NOW,Medium
HOUSEHOLD_1_334_TX_3_validation,HOUSEHOLD_1_334,TX_3,HOUSEHOLD,0.96,14,309,281.3397875281868,11.035714285714286,196,85.33978752818678,0.0,81.9261960270593,0.0,0.30225916182524243,0.0,REORDER NOW,Medium
HOBBIES_1_371_WI_1_validation,HOBBIES_1_371,WI_1,HOBBIES,0.48,3,210,198.59231228702157,7.5,42,156.59231228702157,0.0,75.16430989777035,0.0,0.7845608405089054,0.0,REORDER NOW,High
HOBBIES_1_371_TX_1_validation,HOBBIES_1_371,TX_1,HOBBIES,0.48,0,61,151.4159075665635,2.1785714285714284,0,151.4159075665635,0.0,72.67963563195048,0.0,0.9934390050489758,0.0,REORDER NOW,High
HOBBIES_1_371_TX_3_validation,HOBBIES_1_371,TX_3,HOBBIES,0.48,1,124,164.2826012310557,4.428571428571429,14,150.2826012310557,0.0,72.13564859090674,0.0,0.9092463460262774,0.0,REORDER NOW,High
FOODS_3_007_WI_2_validation,FOODS_3_007,WI_2,FOODS,0.25,42,880,871.124966074673,31.428571428571427,588,283.124966074673,0.0,70.78124151866825,0.0,0.3246380703318053,0.0,REORDER NOW,Medium
HOBBIES_1_048_WI_3_validation,HOBBIES_1_048,WI_3,HOBBIES,0.48,2,141,167.80320251848013,5.035714285714286,28,139.80320251848013,0.0,67.10553720887046,0.0,0.8282023115241244,0.0,REORDER NOW,High
HOBBIES_1_348_CA_2_validation,HOBBIES_1_348,CA_2,HOBBIES,0.48,3,162,176.76880812991527,5.785714285714286,42,134.76880812991527,0.0,64.68902790235933,0.0,0.7581127957578747,0.0,REORDER NOW,High
HOUSEHOLD_1_521_TX_3_validation,HOUSEHOLD_1_521,TX_3,HOUSEHOLD,0.94,9,215,192.46445396543243,7.678571428571429,126,66.46445396543243,0.0,62.47658672750648,0.0,0.34354866024798575,0.0,REORDER NOW,Medium
HOUSEHOLD_1_459_TX_1_validation,HOUSEHOLD_1_459,TX_1,HOUSEHOLD,0.96,10,233,204.96353152614708,8.321428571428571,140,64.96353152614708,0.0,62.36499026510119,0.0,0.31541278713168674,0.0,REORDER NOW,Medium
HOBBIES_1_008_TX_2_validation,HOBBIES_1_008,TX_2,HOBBIES,0.48,2,95,156.0452506608309,3.392857142857143,28,128.0452506608309,0.0,61.46172031719883,0.0,0.8153398470952107,0.0,REORDER NOW,High
HOBBIES_1_371_TX_2_validation,HOBBIES_1_371,TX_2,HOBBIES,0.48,2,83,153.94302692791547,2.9642857142857144,28,125.94302692791547,0.0,60.45265292539942,0.0,0.8128344296933624,0.0,REORDER NOW,High
HOBBIES_1_371_WI_2_validation,HOBBIES_1_371,WI_2,HOBBIES,0.48,4,107,162.78260520188294,3.8214285714285716,56,106.78260520188294,0.0,51.25565049690381,0.0,0.6519776936644753,0.0,REORDER NOW,High
HOBBIES_1_370_WI_1_validation,HOBBIES_1_370,WI_1,HOBBIES,0.48,6,169,172.08577197378486,6.035714285714286,84,88.08577197378486,0.0,42.28117054741673,0.0,0.5089139966231662,0.0,REORDER NOW,Medium
HOBBIES_1_178_WI_2_validation,HOBBIES_1_178,WI_2,HOBBIES,0.48,6,109,169.9650715393461,3.892857142857143,84,85.9650715393461,0.0,41.26323433888613,0.0,0.5028224231144313,0.0,REORDER NOW,Medium
HOUSEHOLD_1_118_TX_3_validation,HOUSEHOLD_1_118,TX_3,HOUSEHOLD,0.97,11,182,187.97870766213947,6.5,154,33.97870766213947,0.0,32.95934643227528,0.0,0.17980177810765535,0.0,HEALTHY,Low
HOBBIES_1_371_CA_4_validation,HOBBIES_1_371,CA_4,HOBBIES,0.48,9,247,192.91367170218294,8.821428571428571,126,66.91367170218294,0.0,32.11856241704781,0.0,0.34506938636565293,0.0,REORDER NOW,Medium
HOUSEHOLD_1_334_TX_1_validation,HOUSEHOLD_1_334,TX_1,HOUSEHOLD,0.96,16,315,256.9720819401908,11.25,224,32.972081940190776,0.0,31.653198662583144,0.0,0.12781259775170226,0.0,HEALTHY,Low
HOUSEHOLD_1_151_CA_4_validation,HOUSEHOLD_1_151,CA_4,HOUSEHOLD,0.88,8,99,147.15910877375003,3.5357142857142856,112,35.159108773750035,0.0,30.940015720900032,0.0,0.23730642729122112,0.0,HEALTHY,Low
HOBBIES_1_178_CA_4_validation,HOBBIES_1_178,CA_4,HOBBIES,0.48,13,112,188.29846107800444,4.0,182,6.298461078004436,0.0,3.0232613174421292,0.0,0.033272648082485055,0.0,HEALTHY,Low
