store_id,item_id,wm_yr_wk,sell_price
CA_1,HOBBIES_1_371,11522,0.48
CA_1,HOBBIES_1_371,11523,0.48
CA_1,HOBBIES_1_371,11524,0.48
CA_1,HOBBIES_1_371,11525,0.48
CA_1,HOBBIES_1_371,11526,0.48
CA_1,HOBBIES_1_371,11527,0.48
CA_1,HOBBIES_1_371,11528,0.48
CA_1,HOBBIES_1_371,11529,0.48
CA_1,HOBBIES_1_371,11530,0.48
CA_1,HOBBIES_1_371,11531,0.48
CA_1,HOBBIES_1_371,11532,0.48
CA_1,HOBBIES_1_371,11533,0.48
CA_1,HOBBIES_1_371,11534,0.48
CA_1,HOBBIES_1_371,11535,0.48
CA_1,HOBBIES_1_371,11536,0.48
CA_1,HOBBIES_1_371,11537,0.48
CA_1,HOBBIES_1_371,11538,0.48
CA_1,HOBBIES_1_371,11539,0.48
CA_1,HOBBIES_1_371,11540,0.48
CA_1,HOBBIES_1_371,11541,0.48
CA_1,HOBBIES_1_371,11542,0.48
CA_1,HOBBIES_1_371,11543,0.48
CA_1,HOBBIES_1_371,11544,0.48
CA_1,HOBBIES_1_371,11545,0.48
CA_1,HOBBIES_1_371,11546,0.48
CA_1,HOBBIES_1_371,11547,0.48
CA_1,HOBBIES_1_371,11548,0.48
CA_1,HOBBIES_1_371,11549,0.48
CA_1,HOBBIES_1_371,11550,0.48
CA_1,HOBBIES_1_371,11551,0.48
CA_1,HOBBIES_1_371,11552,0.48
CA_1,HOBBIES_1_371,11601,0.48
CA_1,HOBBIES_1_371,11602,0.48
CA_1,HOBBIES_1_371,11603,0.48
CA_1,HOBBIES_1_371,11604,0.48
CA_1,HOBBIES_1_371,11605,0.48
CA_1,HOBBIES_1_371,11606,0.48
CA_1,HOBBIES_1_371,11607,0.48
CA_1,HOBBIES_1_371,11608,0.48
CA_1,HOBBIES_1_371,11609,0.48
CA_1,HOBBIES_1_371,11610,0.48
CA_1,HOBBIES_1_371,11611,0.48
CA_1,HOBBIES_1_371,11612,0.48
CA_1,HOBBIES_1_371,11613,0.48
CA_1,HOBBIES_1_371,11614,0.48
CA_1,HOBBIES_1_371,11615,0.48
CA_1,HOBBIES_1_371,11616,0.48
CA_1,HOBBIES_1_371,11617,0.48
CA_1,HOUSEHOLD_1_110,11513,3.84
CA_1,HOUSEHOLD_1_110,11514,3.84
CA_1,HOUSEHOLD_1_110,11515,3.84
CA_1,HOUSEHOLD_1_110,11516,3.84
CA_1,HOUSEHOLD_1_110,11517,3.84
CA_1,HOUSEHOLD_1_110,11518,3.84
CA_1,HOUSEHOLD_1_110,11519,3.84
CA_1,HOUSEHOLD_1_110,11520,3.84
CA_1,HOUSEHOLD_1_110,11521,3.84
CA_1,HOUSEHOLD_1_110,11522,3.84
CA_1,HOUSEHOLD_1_110,11523,3.84
CA_1,HOUSEHOLD_1_110,11524,3.84
CA_1,HOUSEHOLD_1_110,11525,3.84
CA_1,HOUSEHOLD_1_110,11526,3.84
CA_1,HOUSEHOLD_1_110,11527,3.84
CA_1,HOUSEHOLD_1_110,11528,3.84
CA_1,HOUSEHOLD_1_110,11529,3.84
CA_1,HOUSEHOLD_1_110,11530,3.84
CA_1,HOUSEHOLD_1_110,11531,3.84
CA_1,HOUSEHOLD_1_110,11532,3.84
CA_1,HOUSEHOLD_1_110,11533,3.84
CA_1,HOUSEHOLD_1_110,11534,3.84
CA_1,HOUSEHOLD_1_110,11535,3.84
CA_1,HOUSEHOLD_1_110,11536,3.84
CA_1,HOUSEHOLD_1_110,11537,3.84
CA_1,HOUSEHOLD_1_110,11538,3.84
CA_1,HOUSEHOLD_1_110,11539,3.84
CA_1,HOUSEHOLD_1_110,11540,3.84
CA_1,HOUSEHOLD_1_110,11541,3.84
CA_1,HOUSEHOLD_1_110,11542,3.97
CA_1,HOUSEHOLD_1_110,11543,3.97
CA_1,HOUSEHOLD_1_110,11544,3.97
CA_1,HOUSEHOLD_1_110,11545,3.97
CA_1,HOUSEHOLD_1_110,11546,3.97
CA_1,HOUSEHOLD_1_110,11547,3.97
CA_1,HOUSEHOLD_1_110,11548,3.97
CA_1,HOUSEHOLD_1_110,11549,3.97
CA_1,HOUSEHOLD_1_110,11550,3.97
CA_1,HOUSEHOLD_1_110,11551,3.97
CA_1,HOUSEHOLD_1_110,11552,3.97
CA_1,HOUSEHOLD_1_110,11601,3.97
CA_1,HOUSEHOLD_1_110,11602,3.97
CA_1,HOUSEHOLD_1_110,11603,3.97
CA_1,HOUSEHOLD_1_110,11604,3.97
CA_1,HOUSEHOLD_1_110,11605,3.97
CA_1,HOUSEHOLD_1_110,11606,3.97
CA_1,HOUSEHOLD_1_110,11607,3.97
CA_1,HOUSEHOLD_1_110,11608,3.97
CA_1,HOUSEHOLD_1_110,11609,3.97
CA_1,HOUSEHOLD_1_110,11610,3.97
CA_1,HOUSEHOLD_1_110,11611,3.97
CA_1,HOUSEHOLD_1_110,11612,3.97
CA_1,HOUSEHOLD_1_110,11613,3.97
CA_1,HOUSEHOLD_1_110,11614,3.97
CA_1,HOUSEHOLD_1_110,11615,3.97
CA_1,HOUSEHOLD_1_110,11616,3.97
CA_1,HOUSEHOLD_1_110,11617,3.97
CA_1,HOUSEHOLD_1_118,11513,0.97
CA_1,HOUSEHOLD_1_118,11514,0.97
CA_1,HOUSEHOLD_1_118,11515,0.97
CA_1,HOUSEHOLD_1_118,11516,0.97
CA_1,HOUSEHOLD_1_118,11517,0.97
CA_1,HOUSEHOLD_1_118,11518,0.97
CA_1,HOUSEHOLD_1_118,11519,0.97
CA_1,HOUSEHOLD_1_118,11520,0.97
CA_1,HOUSEHOLD_1_118,11521,0.97
CA_1,HOUSEHOLD_1_118,11522,0.97
CA_1,HOUSEHOLD_1_118,11523,0.97
CA_1,HOUSEHOLD_1_118,11524,0.97
CA_1,HOUSEHOLD_1_118,11525,0.97
CA_1,HOUSEHOLD_1_118,11526,0.97
CA_1,HOUSEHOLD_1_118,11527,0.97
CA_1,HOUSEHOLD_1_118,11528,0.97
CA_1,HOUSEHOLD_1_118,11529,0.97
CA_1,HOUSEHOLD_1_118,11530,0.97
CA_1,HOUSEHOLD_1_118,11531,0.97
CA_1,HOUSEHOLD_1_118,11532,0.97
CA_1,HOUSEHOLD_1_118,11533,0.97
CA_1,HOUSEHOLD_1_118,11534,0.97
CA_1,HOUSEHOLD_1_118,11535,0.97
CA_1,HOUSEHOLD_1_118,11536,0.97
CA_1,HOUSEHOLD_1_118,11537,0.97
CA_1,HOUSEHOLD_1_118,11538,0.97
CA_1,HOUSEHOLD_1_118,11539,0.97
CA_1,HOUSEHOLD_1_118,11540,0.97
CA_1,HOUSEHOLD_1_118,11541,0.97
CA_1,HOUSEHOLD_1_118,11542,0.97
CA_1,HOUSEHOLD_1_118,11543,0.97
CA_1,HOUSEHOLD_1_118,11544,0.97
CA_1,HOUSEHOLD_1_118,11545,0.97
CA_1,HOUSEHOLD_1_118,11546,0.97
CA_1,HOUSEHOLD_1_118,11547,0.97
CA_1,HOUSEHOLD_1_118,11548,0.97
CA_1,HOUSEHOLD_1_118,11549,0.97
CA_1,HOUSEHOLD_1_118,11550,0.97
CA_1,HOUSEHOLD_1_118,11551,0.97
CA_1,HOUSEHOLD_1_118,11552,0.97
CA_1,HOUSEHOLD_1_118,11601,0.97
CA_1,HOUSEHOLD_1_118,11602,0.97
CA_1,HOUSEHOLD_1_118,11603,0.97
CA_1,HOUSEHOLD_1_118,11604,0.97
CA_1,HOUSEHOLD_1_118,11605,0.97
CA_1,HOUSEHOLD_1_118,11606,0.97
CA_1,HOUSEHOLD_1_118,11607,0.97
CA_1,HOUSEHOLD_1_118,11608,0.97
CA_1,HOUSEHOLD_1_118,11609,0.97
CA_1,HOUSEHOLD_1_118,11610,0.97
CA_1,HOUSEHOLD_1_118,11611,0.97
CA_1,HOUSEHOLD_1_118,11612,0.97
CA_1,HOUSEHOLD_1_118,11613,0.97
CA_1,HOUSEHOLD_1_118,11614,0.97
CA_1,HOUSEHOLD_1_118,11615,0.97
CA_1,HOUSEHOLD_1_118,11616,0.97
CA_1,HOUSEHOLD_1_118,11617,0.97
CA_1,HOUSEHOLD_1_334,11513,0.98
CA_1,HOUSEHOLD_1_334,11514,0.98
CA_1,HOUSEHOLD_1_334,11515,0.98
CA_1,HOUSEHOLD_1_334,11516,0.98
CA_1,HOUSEHOLD_1_334,11517,0.98
CA_1,HOUSEHOLD_1_334,11518,0.98
CA_1,HOUSEHOLD_1_334,11519,0.98
CA_1,HOUSEHOLD_1_334,11520,0.98
CA_1,HOUSEHOLD_1_334,11521,0.98
CA_1,HOUSEHOLD_1_334,11522,0.98
CA_1,HOUSEHOLD_1_334,11523,0.98
CA_1,HOUSEHOLD_1_334,11524,0.98
CA_1,HOUSEHOLD_1_334,11525,0.98
CA_1,HOUSEHOLD_1_334,11526,0.98
CA_1,HOUSEHOLD_1_334,11527,0.98
CA_1,HOUSEHOLD_1_334,11528,0.98
CA_1,HOUSEHOLD_1_334,11529,0.98
CA_1,HOUSEHOLD_1_334,11530,0.98
CA_1,HOUSEHOLD_1_334,11531,0.98
CA_1,HOUSEHOLD_1_334,11532,0.98
CA_1,HOUSEHOLD_1_334,11533,0.98
CA_1,HOUSEHOLD_1_334,11534,0.98
CA_1,HOUSEHOLD_1_334,11535,0.98
CA_1,HOUSEHOLD_1_334,11536,0.98
CA_1,HOUSEHOLD_1_334,11537,0.98
CA_1,HOUSEHOLD_1_334,11538,0.97
CA_1,HOUSEHOLD_1_334,11539,0.97
CA_1,HOUSEHOLD_1_334,11540,0.97
CA_1,HOUSEHOLD_1_334,11541,0.97
CA_1,HOUSEHOLD_1_334,11542,0.97
CA_1,HOUSEHOLD_1_334,11543,0.97
CA_1,HOUSEHOLD_1_334,11544,0.97
CA_1,HOUSEHOLD_1_334,11545,0.97
CA_1,HOUSEHOLD_1_334,11546,0.97
CA_1,HOUSEHOLD_1_334,11547,0.97
CA_1,HOUSEHOLD_1_334,11548,0.97
CA_1,HOUSEHOLD_1_334,11549,0.97
CA_1,HOUSEHOLD_1_334,11550,0.97
CA_1,HOUSEHOLD_1_334,11551,0.97
CA_1,HOUSEHOLD_1_334,11552,0.97
CA_1,HOUSEHOLD_1_334,11601,0.97
CA_1,HOUSEHOLD_1_334,11602,0.97
CA_1,HOUSEHOLD_1_334,11603,0.97
CA_1,HOUSEHOLD_1_334,11604,0.97
CA_1,HOUSEHOLD_1_334,11605,0.97
CA_1,HOUSEHOLD_1_334,11606,0.97
CA_1,HOUSEHOLD_1_334,11607,0.97
CA_1,HOUSEHOLD_1_334,11608,0.97
CA_1,HOUSEHOLD_1_334,11609,0.97
CA_1,HOUSEHOLD_1_334,11610,0.97
CA_1,HOUSEHOLD_1_334,11611,0.97
CA_1,HOUSEHOLD_1_334,11612,0.97
CA_1,HOUSEHOLD_1_334,11613,0.97
CA_1,HOUSEHOLD_1_334,11614,0.97
CA_1,HOUSEHOLD_1_334,11615,0.97
CA_1,HOUSEHOLD_1_334,11616,0.97
CA_1,HOUSEHOLD_1_334,11617,0.97
CA_1,HOUSEHOLD_1_535,11513,6.97
CA_1,HOUSEHOLD_1_535,11514,6.97
CA_1,HOUSEHOLD_1_535,11515,6.97
CA_1,HOUSEHOLD_1_535,11516,6.97
CA_1,HOUSEHOLD_1_535,11517,6.97
CA_1,HOUSEHOLD_1_535,11518,6.97
CA_1,HOUSEHOLD_1_535,11519,6.97
CA_1,HOUSEHOLD_1_535,11520,6.97
CA_1,HOUSEHOLD_1_535,11521,6.97
CA_1,HOUSEHOLD_1_535,11522,6.97
CA_1,HOUSEHOLD_1_535,11523,6.97
CA_1,HOUSEHOLD_1_535,11524,6.97
CA_1,HOUSEHOLD_1_535,11525,6.97
CA_1,HOUSEHOLD_1_535,11526,6.97
CA_1,HOUSEHOLD_1_535,11527,6.97
CA_1,HOUSEHOLD_1_535,11528,6.97
CA_1,HOUSEHOLD_1_535,11529,6.97
CA_1,HOUSEHOLD_1_535,11530,6.97
CA_1,HOUSEHOLD_1_535,11531,6.97
CA_1,HOUSEHOLD_1_535,11532,6.97
CA_1,HOUSEHOLD_1_535,11533,6.97
CA_1,HOUSEHOLD_1_535,11534,6.97
CA_1,HOUSEHOLD_1_535,11535,6.97
CA_1,HOUSEHOLD_1_535,11536,6.97
CA_1,HOUSEHOLD_1_535,11537,6.97
CA_1,HOUSEHOLD_1_535,11538,6.97
CA_1,HOUSEHOLD_1_535,11539,6.97
CA_1,HOUSEHOLD_1_535,11540,6.97
CA_1,HOUSEHOLD_1_535,11541,6.97
CA_1,HOUSEHOLD_1_535,11542,6.97
CA_1,HOUSEHOLD_1_535,11543,6.97
CA_1,HOUSEHOLD_1_535,11544,6.97
CA_1,HOUSEHOLD_1_535,11545,6.97
CA_1,HOUSEHOLD_1_535,11546,6.97
CA_1,HOUSEHOLD_1_535,11547,6.97
CA_1,HOUSEHOLD_1_535,11548,6.97
CA_1,HOUSEHOLD_1_535,11549,6.97
CA_1,HOUSEHOLD_1_535,11550,6.97
CA_1,HOUSEHOLD_1_535,11551,6.97
CA_1,HOUSEHOLD_1_535,11552,6.97
CA_1,HOUSEHOLD_1_535,11601,6.97
CA_1,HOUSEHOLD_1_535,11602,6.97
CA_1,HOUSEHOLD_1_535,11603,6.97
CA_1,HOUSEHOLD_1_535,11604,6.97
CA_1,HOUSEHOLD_1_535,11605,6.97
CA_1,HOUSEHOLD_1_535,11606,6.97
CA_1,HOUSEHOLD_1_535,11607,6.97
CA_1,HOUSEHOLD_1_535,11608,6.97
CA_1,HOUSEHOLD_1_535,11609,6.97
CA_1,HOUSEHOLD_1_535,11610,6.97
CA_1,HOUSEHOLD_1_535,11611,6.97
CA_1,HOUSEHOLD_1_535,11612,6.97
CA_1,HOUSEHOLD_1_535,11613,6.97
CA_1,HOUSEHOLD_1_535,11614,6.97
CA_1,HOUSEHOLD_1_535,11615,6.97
CA_1,HOUSEHOLD_1_535,11616,6.97
CA_1,HOUSEHOLD_1_535,11617,6.97
CA_1,FOODS_3_090,11513,1.48
CA_1,FOODS_3_090,11514,1.48
CA_1,FOODS_3_090,11515,1.48
CA_1,FOODS_3_090,11516,1.48
CA_1,FOODS_3_090,11517,1.48
CA_1,FOODS_3_090,11518,1.48
CA_1,FOODS_3_090,11519,1.48
CA_1,FOODS_3_090,11520,1.48
CA_1,FOODS_3_090,11521,1.48
CA_1,FOODS_3_090,11522,1.48
CA_1,FOODS_3_090,11523,1.48
CA_1,FOODS_3_090,11524,1.48
CA_1,FOODS_3_090,11525,1.48
CA_1,FOODS_3_090,11526,1.48
CA_1,FOODS_3_090,11527,1.48
CA_1,FOODS_3_090,11528,1.48
CA_1,FOODS_3_090,11529,1.48
CA_1,FOODS_3_090,11530,1.48
CA_1,FOODS_3_090,11531,1.48
CA_1,FOODS_3_090,11532,1.48
CA_1,FOODS_3_090,11533,1.48
CA_1,FOODS_3_090,11534,1.48
CA_1,FOODS_3_090,11535,1.48
CA_1,FOODS_3_090,11536,1.48
CA_1,FOODS_3_090,11537,1.48
CA_1,FOODS_3_090,11538,1.5
CA_1,FOODS_3_090,11539,1.5
CA_1,FOODS_3_090,11540,1.5
CA_1,FOODS_3_090,11541,1.5
CA_1,FOODS_3_090,11542,1.5
CA_1,FOODS_3_090,11543,1.5
CA_1,FOODS_3_090,11544,1.5
CA_1,FOODS_3_090,11545,1.5
CA_1,FOODS_3_090,11546,1.5
CA_1,FOODS_3_090,11547,1.5
CA_1,FOODS_3_090,11548,1.5
CA_1,FOODS_3_090,11549,1.6
CA_1,FOODS_3_090,11550,1.6
CA_1,FOODS_3_090,11551,1.6
CA_1,FOODS_3_090,11552,1.6
CA_1,FOODS_3_090,11601,1.6
CA_1,FOODS_3_090,11602,1.6
CA_1,FOODS_3_090,11603,1.6
CA_1,FOODS_3_090,11604,1.6
CA_1,FOODS_3_090,11605,1.6
CA_1,FOODS_3_090,11606,1.6
CA_1,FOODS_3_090,11607,1.6
CA_1,FOODS_3_090,11608,1.6
CA_1,FOODS_3_090,11609,1.6
CA_1,FOODS_3_090,11610,1.6
CA_1,FOODS_3_090,11611,1.6
CA_1,FOODS_3_090,11612,1.6
CA_1,FOODS_3_090,11613,1.6
CA_1,FOODS_3_090,11614,1.6
CA_1,FOODS_3_090,11615,1.6
CA_1,FOODS_3_090,11616,1.6
CA_1,FOODS_3_090,11617,1.6
CA_1,FOODS_3_120,11513,4.98
CA_1,FOODS_3_120,11514,4.98
CA_1,FOODS_3_120,11515,4.98
CA_1,FOODS_3_120,11516,4.98
CA_1,FOODS_3_120,11517,4.98
CA_1,FOODS_3_120,11518,4.98
CA_1,FOODS_3_120,11519,4.98
CA_1,FOODS_3_120,11520,4.98
CA_1,FOODS_3_120,11521,4.98
CA_1,FOODS_3_120,11522,4.98
CA_1,FOODS_3_120,11523,4.98
CA_1,FOODS_3_120,11524,4.98
CA_1,FOODS_3_120,11525,4.98
CA_1,FOODS_3_120,11526,4.98
CA_1,FOODS_3_120,11527,4.98
CA_1,FOODS_3_120,11528,4.98
CA_1,FOODS_3_120,11529,4.98
CA_1,FOODS_3_120,11530,4.98
CA_1,FOODS_3_120,11531,4.98
CA_1,FOODS_3_120,11532,4.98
CA_1,FOODS_3_120,11533,4.98
CA_1,FOODS_3_120,11534,4.98
CA_1,FOODS_3_120,11535,4.98
CA_1,FOODS_3_120,11536,4.98
CA_1,FOODS_3_120,11537,4.98
CA_1,FOODS_3_120,11538,4.98
CA_1,FOODS_3_120,11539,4.98
CA_1,FOODS_3_120,11540,4.98
CA_1,FOODS_3_120,11541,4.98
CA_1,FOODS_3_120,11542,4.98
CA_1,FOODS_3_120,11543,4.98
CA_1,FOODS_3_120,11544,4.98
CA_1,FOODS_3_120,11545,4.98
CA_1,FOODS_3_120,11546,4.98
CA_1,FOODS_3_120,11547,4.98
CA_1,FOODS_3_120,11548,4.98
CA_1,FOODS_3_120,11549,4.98
CA_1,FOODS_3_120,11550,4.98
CA_1,FOODS_3_120,11551,4.98
CA_1,FOODS_3_120,11552,4.98
CA_1,FOODS_3_120,11601,4.98
CA_1,FOODS_3_120,11602,4.98
CA_1,FOODS_3_120,11603,4.98
CA_1,FOODS_3_120,11604,4.98
CA_1,FOODS_3_120,11605,4.98
CA_1,FOODS_3_120,11606,4.98
CA_1,FOODS_3_120,11607,4.98
CA_1,FOODS_3_120,11608,4.98
CA_1,FOODS_3_120,11609,4.98
CA_1,FOODS_3_120,11610,4.98
CA_1,FOODS_3_120,11611,4.98
CA_1,FOODS_3_120,11612,4.98
CA_1,FOODS_3_120,11613,4.98
CA_1,FOODS_3_120,11614,4.98
CA_1,FOODS_3_120,11615,4.98
CA_1,FOODS_3_120,11616,4.98
CA_1,FOODS_3_120,11617,4.98
CA_1,FOODS_3_252,11513,1.58
CA_1,FOODS_3_252,11514,1.58
CA_1,FOODS_3_252,11515,1.58
CA_1,FOODS_3_252,11516,1.58
CA_1,FOODS_3_252,11517,1.58
CA_1,FOODS_3_252,11518,1.58
CA_1,FOODS_3_252,11519,1.58
CA_1,FOODS_3_252,11520,1.58
CA_1,FOODS_3_252,11521,1.58
CA_1,FOODS_3_252,11522,1.58
CA_1,FOODS_3_252,11523,1.58
CA_1,FOODS_3_252,11524,1.58
CA_1,FOODS_3_252,11525,1.58
CA_1,FOODS_3_252,11526,1.58
CA_1,FOODS_3_252,11527,1.58
CA_1,FOODS_3_252,11528,1.58
CA_1,FOODS_3_252,11529,1.58
CA_1,FOODS_3_252,11530,1.58
CA_1,FOODS_3_252,11531,1.58
CA_1,FOODS_3_252,11532,1.58
CA_1,FOODS_3_252,11533,1.58
CA_1,FOODS_3_252,11534,1.58
CA_1,FOODS_3_252,11535,1.58
CA_1,FOODS_3_252,11536,1.58
CA_1,FOODS_3_252,11537,1.58
CA_1,FOODS_3_252,11538,1.58
CA_1,FOODS_3_252,11539,1.58
CA_1,FOODS_3_252,11540,1.58
CA_1,FOODS_3_252,11541,1.58
CA_1,FOODS_3_252,11542,1.58
CA_1,FOODS_3_252,11543,1.58
CA_1,FOODS_3_252,11544,1.58
CA_1,FOODS_3_252,11545,1.58
CA_1,FOODS_3_252,11546,1.58
CA_1,FOODS_3_252,11547,1.58
CA_1,FOODS_3_252,11548,1.58
CA_1,FOODS_3_252,11549,1.58
CA_1,FOODS_3_252,11550,1.58
CA_1,FOODS_3_252,11551,1.58
CA_1,FOODS_3_252,11552,1.58
CA_1,FOODS_3_252,11601,1.58
CA_1,FOODS_3_252,11602,1.58
CA_1,FOODS_3_252,11603,1.58
CA_1,FOODS_3_252,11604,1.58
CA_1,FOODS_3_252,11605,1.58
CA_1,FOODS_3_252,11606,1.58
CA_1,FOODS_3_252,11607,1.58
CA_1,FOODS_3_252,11608,1.58
CA_1,FOODS_3_252,11609,1.58
CA_1,FOODS_3_252,11610,1.58
CA_1,FOODS_3_252,11611,1.58
CA_1,FOODS_3_252,11612,1.58
CA_1,FOODS_3_252,11613,1.58
CA_1,FOODS_3_252,11614,1.58
CA_1,FOODS_3_252,11615,1.58
CA_1,FOODS_3_252,11616,1.58
CA_1,FOODS_3_252,11617,1.58
CA_1,FOODS_3_586,11513,1.68
CA_1,FOODS_3_586,11514,1.68
CA_1,FOODS_3_586,11515,1.68
CA_1,FOODS_3_586,11516,1.68
CA_1,FOODS_3_586,11517,1.68
CA_1,FOODS_3_586,11518,1.68
CA_1,FOODS_3_586,11519,1.68
CA_1,FOODS_3_586,11520,1.68
CA_1,FOODS_3_586,11521,1.68
CA_1,FOODS_3_586,11522,1.68
CA_1,FOODS_3_586,11523,1.68
CA_1,FOODS_3_586,11524,1.68
CA_1,FOODS_3_586,11525,1.68
CA_1,FOODS_3_586,11526,1.68
CA_1,FOODS_3_586,11527,1.68
CA_1,FOODS_3_586,11528,1.68
CA_1,FOODS_3_586,11529,1.68
CA_1,FOODS_3_586,11530,1.68
CA_1,FOODS_3_586,11531,1.68
CA_1,FOODS_3_586,11532,1.68
CA_1,FOODS_3_586,11533,1.68
CA_1,FOODS_3_586,11534,1.68
CA_1,FOODS_3_586,11535,1.68
CA_1,FOODS_3_586,11536,1.68
CA_1,FOODS_3_586,11537,1.68
CA_1,FOODS_3_586,11538,1.68
CA_1,FOODS_3_586,11539,1.68
CA_1,FOODS_3_586,11540,1.68
CA_1,FOODS_3_586,11541,1.68
CA_1,FOODS_3_586,11542,1.68
CA_1,FOODS_3_586,11543,1.68
CA_1,FOODS_3_586,11544,1.68
CA_1,FOODS_3_586,11545,1.68
CA_1,FOODS_3_586,11546,1.68
CA_1,FOODS_3_586,11547,1.68
CA_1,FOODS_3_586,11548,1.68
CA_1,FOODS_3_586,11549,1.68
CA_1,FOODS_3_586,11550,1.68
CA_1,FOODS_3_586,11551,1.68
CA_1,FOODS_3_586,11552,1.68
CA_1,FOODS_3_586,11601,1.68
CA_1,FOODS_3_586,11602,1.68
CA_1,FOODS_3_586,11603,1.68
CA_1,FOODS_3_586,11604,1.68
CA_1,FOODS_3_586,11605,1.68
CA_1,FOODS_3_586,11606,1.68
CA_1,FOODS_3_586,11607,1.68
CA_1,FOODS_3_586,11608,1.68
CA_1,FOODS_3_586,11609,1.68
CA_1,FOODS_3_586,11610,1.68
CA_1,FOODS_3_586,11611,1.68
CA_1,FOODS_3_586,11612,1.68
CA_1,FOODS_3_586,11613,1.68
CA_1,FOODS_3_586,11614,1.68
CA_1,FOODS_3_586,11615,1.68
CA_1,FOODS_3_586,11616,1.68
CA_1,FOODS_3_586,11617,1.68
CA_1,FOODS_3_587,11513,2.48
CA_1,FOODS_3_587,11514,2.48
CA_1,FOODS_3_587,11515,2.48
CA_1,FOODS_3_587,11516,2.48
CA_1,FOODS_3_587,11517,2.48
CA_1,FOODS_3_587,11518,2.48
CA_1,FOODS_3_587,11519,2.48
CA_1,FOODS_3_587,11520,2.48
CA_1,FOODS_3_587,11521,2.48
CA_1,FOODS_3_587,11522,2.48
CA_1,FOODS_3_587,11523,2.48
CA_1,FOODS_3_587,11524,2.48
CA_1,FOODS_3_587,11525,2.48
CA_1,FOODS_3_587,11526,2.48
CA_1,FOODS_3_587,11527,2.48
CA_1,FOODS_3_587,11528,2.48
CA_1,FOODS_3_587,11529,2.48
CA_1,FOODS_3_587,11530,2.48
CA_1,FOODS_3_587,11531,2.48
CA_1,FOODS_3_587,11532,2.48
CA_1,FOODS_3_587,11533,2.48
CA_1,FOODS_3_587,11534,2.48
CA_1,FOODS_3_587,11535,2.48
CA_1,FOODS_3_587,11536,2.48
CA_1,FOODS_3_587,11537,2.48
CA_1,FOODS_3_587,11538,2.48
CA_1,FOODS_3_587,11539,2.48
CA_1,FOODS_3_587,11540,2.48
CA_1,FOODS_3_587,11541,2.48
